Year,Area (use fill down),Street (use find and replace to replace the odd character with a space),Street 2 (in Refine use titlecase and cluster and edit),Strange HTML (use unescape HTML)
2012,,kingsŒheathŒhighŒst,kings heath high st,
2012,,KingsŒNortonŒGreen,Kings Norton Green,
2012,,LadyŒpoolŒroad,Lady pool road,
2012,,LadyŒPoolŒRoad,Lady Pool Road,
2012,,LadypoolŒRoad,Ladypool Road,
2012,,LeaŒHallŒRoad,Lea Hall Road,
2012,,lowerŒSevernŒStreet,lower Severn Street,
2012,,MaryŒStreet,Mary Street,
2012,,MaryŒStreet,Mary Street,
2012,,middleŒparkŒroad,middle park road,
2012,,MilestoneŒhouse,Milestone house,
2012,,MilestoneŒhouse,Milestone house,
2012,,MilestoneŒhouse,Milestone house,
2012,,MonyhullŒRoad,Monyhull Road,
2012,,MoseleyŒRoad,Moseley Road,
2012,,NewŒStreetŒRailwayŒStation,New Street Railway Station,
2012,,NewŒStreetŒStation,New Street Station,
2012,,NorthlieghŒrdŒwardŒend,Northliegh rd ward end,
2012,," O/SŒAssemblyŒRooms,ŒPoplarŒWay,ŒSolihull"," O/S Assembly Rooms, Poplar Way, Solihull",
2012,," O/SŒAssemblyŒRooms,ŒSolihullŒTownŒCentre"," O/S Assembly Rooms, Solihull Town Centre",
2012,," o/sŒChargrillŒChicken,ŒCoventryŒRoad"," o/s Chargrill Chicken, Coventry Road",
2012,,OltonŒBoulevardŒEast,Olton Boulevard East,
2012,,OUTŒSIDEŒFISHŒBARŒHOBMOOREŒROAD.,OUT SIDE FISH BAR HOBMOORE ROAD.,
2012,,outsideŒArdenŒoakŒpub,outside Arden oak pub,
2012,," outsideŒstŒcolombiaŒnurseryŒ,alcesterŒroad"," outside st colombia nursery ,alcester road",
2012,,OutsideŒtheŒBullsŒHead,Outside the Bulls Head,
2012,," ParkerŒStreet,ŒEdgbaston"," Parker Street, Edgbaston",
2012,,ParklandŒonŒTheŒHeathway,Parkland on The Heathway,
2012,,PartridgeŒRoad,Partridge Road,
2012,,PershoreŒRoad,Pershore Road,
2012,," PlymouthŒRoad,ŒStirchley"," Plymouth Road, Stirchley",
2012,," PoplarŒRoad,ŒSolihull"," Poplar Road, Solihull",
2012,,reaŒroad,rea road,
2012,,RegencyŒHotel,Regency Hotel,
2012,," RUNCURNŒROAD,ŒBALSALLŒHEATH"," RUNCURN ROAD, BALSALL HEATH",
2012,,schoolŒroad,school road,
2012,,SheathŒLane,Sheath Lane,
2012,,SheldonŒHeathŒPark,Sheldon Heath Park,
2012,," ShirleyŒRoad,ŒAcocksŒGreen."," Shirley Road, Acocks Green.",
2012,,SolihullŒTownŒCentre,Solihull Town Centre,
2012,,StŒMarysŒRoad,St Marys Road,
2012,,StŒMarysŒRow,St Marys Row,
2012,," StŒMary'sŒRow,ŒMoseley"," St Mary's Row, Moseley",
2012,,StŒPaulsŒroad,St Pauls road,
2012,,StŒPaulsŒroad,St Pauls road,
2012,,StationŒRoadŒStechford,Station Road Stechford,
2012,,StationŒRoadŒStechford,Station Road Stechford,
2012,," StationŒRoad,ŒSolihul"," Station Road, Solihul",
2012,," StationŒRoad,ŒSolihul"," Station Road, Solihul",
2012,," StationŒRoad,ŒSolihul"," Station Road, Solihul",
2012,," StationŒRoad,ŒSolihul"," Station Road, Solihul",
2012,," StationŒRoad,ŒSolihul"," Station Road, Solihul",
2012,," StationŒRoad,ŒSolihul"," Station Road, Solihul",
2012,,stechfordŒpoliceŒstation,stechford police station,
2012,,StechfordŒSwimmingŒBaths,Stechford Swimming Baths,
2012,,StoneyŒlane,Stoney lane,
2012,,StratfordŒRoad,Stratford Road,
2012,," STRATFORDŒROAD,ŒSPARKBROOK"," STRATFORD ROAD, SPARKBROOK",
2012,," StratfordŒRoad,ŒSparkhill"," Stratford Road, Sparkhill",
2012,," SUMMERFIELDŒROAD,ŒWEOLEYŒCASTLE"," SUMMERFIELD ROAD, WEOLEY CASTLE",
2012,,SunbeamŒway.,Sunbeam way.,
2012,,SwanshurstŒPark,Swanshurst Park,
2012,,TheŒParadeŒSuttonŒColdfield,The Parade Sutton Coldfield,
2012,,TheŒRadleys,The Radleys,
2012,,TileŒCrossŒRoad,Tile Cross Road,
2012,," ToteŒBettingŒshop,ŒAlumŒRockŒRoad"," Tote Betting shop, Alum Rock Road",
2012,,TurnburryŒRoad,Turnburry Road,
2012,," UmbersladeŒRoad,ŒSellyŒOak"," Umberslade Road, Selly Oak",
2012,," VICARAGEŒROAD,ŒKINGHSŒHEATH"," VICARAGE ROAD, KINGHS HEATH",
2012,," VictoriaŒRoad,ŒBordesleyŒGreen"," Victoria Road, Bordesley Green",
2012,,WAKEŒGREENŒROAD,WAKE GREEN ROAD,
2012,,WardŒEndŒPark,Ward End Park,
2012,,warwichŒrd,warwich rd,
2012,,WarwickŒRoad,Warwick Road,
2012,," warwickŒroad,ŒaccocksŒgreen"," warwick road, accocks green",
2012,,WashŒLane,Wash Lane,
2012,,washwoodŒheathŒroad,washwood heath road,
2012,,WashwoodŒHeathŒRoad,Washwood Heath Road,
2012,," WatsonŒRoad,ŒAlumŒRock"," Watson Road, Alum Rock",
2012,," WheatcroftŒRoad,ŒChelmesleyŒWood"," Wheatcroft Road, Chelmesley Wood",
2012,," WHEATSHEAFŒPHŒCOVENTRYŒROAD,ŒSHELDON"," WHEATSHEAF PH COVENTRY ROAD, SHELDON",
2012,," WheatSheaf,ŒCoventryŒRoad."," WheatSheaf, Coventry Road.",
2012,," WilliamŒHillŒBookmakers,ŒWashwoodŒHeathŒRoad"," William Hill Bookmakers, Washwood Heath Road",
2012,,woodbridgeŒrd,woodbridge rd,
2012,,WoodbridgeŒRoad,Woodbridge Road,
2012,,ACORNŒPUBLICŒHOUSE,ACORN PUBLIC HOUSE,
2012,,AtlanticŒRd,Atlantic Rd,
2012,," AylesburyŒCrescent,ŒKingstanding,ŒB'ham"," Aylesbury Crescent, Kingstanding, B'ham",
2012,,beggersŒbush,beggers bush,
2012,,bendallŒrd.Œkingstanding,bendall rd. kingstanding,
2012,," BerryfieldsŒRoad,ŒWalmley,ŒSuttonŒColdfield"," Berryfields Road, Walmley, Sutton Coldfield",
2012,,BirminghamŒRd,Birmingham Rd,
2012,,BirminghamŒRoad,Birmingham Road,
2012,,BirminghamŒRoad,Birmingham Road,
2012,,BirminghamŒRoad,Birmingham Road,
2012,," BirminghamŒRoad,ŒWyldeŒGreen"," Birmingham Road, Wylde Green",
2012,," BirminghamŒRoad,ŒWyldeŒGreen"," Birmingham Road, Wylde Green",
2012,,BoldmereŒRoad,Boldmere Road,
2012,,BottleŒofŒSack,Bottle of Sack,
2012,," BoundaryŒRoad,ŒErdington"," Boundary Road, Erdington",
2012,," BrassingtonŒAvenue,ŒSuttonŒColdfield"," Brassington Avenue, Sutton Coldfield",
2012,,BroadŒSt]#,Broad St]#,
2012,," CapilanoŒRoad,ŒErdington"," Capilano Road, Erdington",
2012,,CarŒParkŒLidlŒPelhamŒRdŒaLUMŒrOCK,Car Park Lidl Pelham Rd aLUM rOCK,
2012,,CARŒPARKŒOFŒOLDŒSPECKLEDŒHENŒPUBLICŒHOUSEŒMEREŒGREEN,CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN,
2012,," CarŒParkŒReddicapŒTavern,ŒHollyfieldŒRoad,ŒFalconŒLodge"," Car Park Reddicap Tavern, Hollyfield Road, Falcon Lodge",
2012,," CarŒpark,ŒKenilworthŒCourt,ŒWheelwrightŒRd"," Car park, Kenilworth Court, Wheelwright Rd",
2012,,ChesterŒRoad,Chester Road,
2012,," ChesterfieldŒGrove,ŒPypeŒHayes"," Chesterfield Grove, Pype Hayes",
2012,,ChipsteadŒRoad,Chipstead Road,
2012,," ChurchŒRoad,ŒErdington"," Church Road, Erdington",
2012,," CotonŒLane,ŒErdington,ŒB'ham"," Coton Lane, Erdington, B'ham",
2012,,CottishallŒWalk,Cottishall Walk,
2012,,CourtŒLane,Court Lane,
2012,,COurtŒLane,COurt Lane,
2012,,DUKEŒSTREET,DUKE STREET,
2012,," EbrookŒRoad,ŒSuttonŒColdfield"," Ebrook Road, Sutton Coldfield",
2012,,EmscoteŒRoad,Emscote Road,
2012,,ErdingtonŒHighŒStreet,Erdington High Street,
2012,,ErdingtonŒHighŒStreet,Erdington High Street,
2012,,ErdingtonŒHighŒStreet,Erdington High Street,
2012,,FirbeckŒGrove,Firbeck Grove,
2012,,FRANCESŒROADŒERDINGTON,FRANCES ROAD ERDINGTON,
2012,,FrontŒOdfficeŒSuttonŒColdfield,Front Odffice Sutton Coldfield,
2012,,GoodŒHopeŒHospital,Good Hope Hospital,
2012,," GracechuchŒShoppingŒCentre,ŒSuttonŒColdfield"," Gracechuch Shopping Centre, Sutton Coldfield",
2012,,GravellyŒHill,Gravelly Hill,
2012,," HairyŒLemon,ŒErdingtonŒHighŒStreet."," Hairy Lemon, Erdington High Street.",
2012,,HAIRYŒLEMON.ŒLowerŒParade,HAIRY LEMON. Lower Parade,
2012,,HAIRYŒLEMON.ŒLowerŒParade,HAIRY LEMON. Lower Parade,
2012,," HamptonŒRoad,ŒErdington,ŒB'ham"," Hampton Road, Erdington, B'ham",
2012,,HellbeyŒClose,Hellbey Close,
2012,,highŒstŒ.ŒsuttonŒcoldfield,high st . sutton coldfield,
2012,,HighŒStŒErdington,High St Erdington,
2012,," HighŒStreet,ŒErdington"," High Street, Erdington",
2012,," HighŒStreet,ŒErdington"," High Street, Erdington",
2012,," HighŒStreet,ŒErdington"," High Street, Erdington",
2012,," HIGHŒSTREET,ŒERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHŒSTREET,ŒERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHŒSTREET,ŒERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHŒSTREET,ŒERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHŒSTREET,ŒERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHŒSTREET,ŒERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHŒSTREET,ŒERDINGTON"," HIGH STREET, ERDINGTON",
2012,," highŒstreet,Œerdington."," high street, erdington.",
2012,," HighŒStreet,ŒWestŒBromwich"," High Street, West Bromwich",
2012,," HighŒStreet,ŒWestŒBromwich"," High Street, West Bromwich",
2012,," HighŒStreet,ŒWestŒBromwich"," High Street, West Bromwich",
2012,," InlandŒRoad,ŒErdington,ŒB'ham"," Inland Road, Erdington, B'ham",
2012,," JobŒCentre,ŒSuttonŒNewŒRoad,ŒErdington"," Job Centre, Sutton New Road, Erdington",
2012,," JohnsonŒRoad,ŒErdington,ŒBirmingham"," Johnson Road, Erdington, Birmingham",
2012,," JohnsonŒRoad,ŒErdington,ŒBirmingham."," Johnson Road, Erdington, Birmingham.",
2012,,KingsŒRd,Kings Rd,
2012,," KINGSBURYŒROAD,ŒCASTLEŒVALE"," KINGSBURY ROAD, CASTLE VALE",
2012,,LichfieldŒrd,Lichfield rd,
2012,,LichfieldŒRoad,Lichfield Road,
2012,," LichfieldŒRoad,ŒSuttonŒColdfield"," Lichfield Road, Sutton Coldfield",
2012,," LichfieldŒRoad,ŒSuttonŒColdfield"," Lichfield Road, Sutton Coldfield",
2012,,LittenŒTreeŒPHŒSuttonŒTownŒCentre,Litten Tree PH Sutton Town Centre,
2012,,LowerŒParade,Lower Parade,
2012,,LOWERŒPARADE,LOWER PARADE,
2012,,LowerŒparade,Lower parade,
2012,,LOWERŒPARADE,LOWER PARADE,
2012,,LowerŒParade,Lower Parade,
2012,," lowerŒparadeŒ,ŒsuttonŒcoldfield"," lower parade , sutton coldfield",
2012,,LowerŒParadeŒSuttonŒColdfield,Lower Parade Sutton Coldfield,
2012,," LowerŒParade,ŒSuttonŒColdfield"," Lower Parade, Sutton Coldfield",
2012,," LowerŒParade,ŒSuttonŒColdfield"," Lower Parade, Sutton Coldfield",
2012,," LowerŒParade,ŒSuttonŒColdfield"," Lower Parade, Sutton Coldfield",
2012,," LowerŒParade,ŒSuttonŒColdfield"," Lower Parade, Sutton Coldfield",
2012,," LowerŒParade,ŒSuttonŒColdfield"," Lower Parade, Sutton Coldfield",
2012,," LowerŒParade,ŒSuttonŒColdfield,ŒBirmingham"," Lower Parade, Sutton Coldfield, Birmingham",
2012,," LowerŒParade,ŒSuttonŒColdfield."," Lower Parade, Sutton Coldfield.",
2012,," LowerŒparade,ŒSuttonŒtownŒcentre"," Lower parade, Sutton town centre",
2012,," MadehurstŒRoad,Œerdington"," Madehurst Road, erdington",
2012,," MARROWFATŒRAOD,ŒHANDSWORTH"," MARROWFAT RAOD, HANDSWORTH",
2012,," MarshŒhillŒ,ŒErdington.Œ(ŒBNŒ)"," Marsh hill , Erdington. ( BN )",
2012,," MarshŒlane,ŒErdington,ŒB'ham"," Marsh lane, Erdington, B'ham",
2012,,MEREŒGREENŒISLANDŒLICHFIELDŒROAD,MERE GREEN ISLAND LICHFIELD ROAD,
2012,,MillŒAvenue,Mill Avenue,
2012,,MillŒstŒ@ŒhighŒstreet,Mill st @ high street,
2012,,NewŒStreet,New Street,
2012,,NewŒStreetŒStation,New Street Station,
2012,,NewdigateŒRoad,Newdigate Road,
2012,,NewhallŒCarpark,Newhall Carpark,
2012,," NewhallŒWalk,ŒSuttonŒColdfield"," Newhall Walk, Sutton Coldfield",
2012,," NormantonŒTower,ŒBeechmountŒDrive,ŒErdington,ŒBirmingham"," Normanton Tower, Beechmount Drive, Erdington, Birmingham",
2012,,NorthŒHoltŒRoad,North Holt Road,
2012,,NORTHOLTŒDRIVE,NORTHOLT DRIVE,
2012,,O/SŒH/A,O/S H/A,
2012,,O/sŒHairyŒLemonŒPH,O/s Hairy Lemon PH,
2012,," O/SŒKingsŒArmsŒPH,ŒColeshillŒRoad"," O/S Kings Arms PH, Coleshill Road",
2012,," O/SŒKingsŒArmsŒPH,ŒColeshillŒRoad"," O/S Kings Arms PH, Coleshill Road",
2012,,O/SŒLITTENŒTREE,O/S LITTEN TREE,
2012,,O/SŒMOOŒMOOSŒsouthŒparade,O/S MOO MOOS south parade,
2012,," O/sŒMooMooŒClub,ŒSuttonŒTownŒCentre"," O/s MooMoo Club, Sutton Town Centre",
2012,," O/SŒMooMoosŒnightŒclub,ŒSouthŒparade"," O/S MooMoos night club, South parade",
2012,," O/SŒMooMoos,ŒLowerŒparade,ŒSuttonŒTownŒCentre"," O/S MooMoos, Lower parade, Sutton Town Centre",
2012,,O/SŒStationŒPH,O/S Station PH,
2012,," O/SŒTempleŒBar,ŒS/CŒTownŒCentre"," O/S Temple Bar, S/C Town Centre",
2012,,OrphanageŒrd,Orphanage rd,
2012,," OutsideŒBagotŒArms,ŒChesterŒRoad,ŒPypeŒHayes"," Outside Bagot Arms, Chester Road, Pype Hayes",
2012,," OUTSIDEŒCITYŒVIEW,ŒERDINGTON"," OUTSIDE CITY VIEW, ERDINGTON",
2012,," OutsideŒHIRYŒLEMON,ŒSuttonŒTownŒCrntr"," Outside HIRY LEMON, Sutton Town Crntr",
2012,,outsideŒhomeŒaddress,outside home address,
2012,,outsideŒhomeŒaddress,outside home address,
2012,,OutsideŒHomeŒAddress,Outside Home Address,
2012,," OUTSIDEŒLITTENŒTREE,ŒBIRMINGHAMŒROAD"," OUTSIDE LITTEN TREE, BIRMINGHAM ROAD",
2012,," outsideŒMooMoo'sŒBar,ŒSouthŒParade,ŒSuttonŒColdfield"," outside MooMoo's Bar, South Parade, Sutton Coldfield",
2012,," outsideŒMooMoo'sŒBar,ŒSouthŒParade,ŒSuttonŒColdfield."," outside MooMoo's Bar, South Parade, Sutton Coldfield.",
2012,," OUTSIDEŒNEWŒSTREETŒSTATION,ŒBIRMINGHAMŒCITYŒCENTRE"," OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE",
2012,," OutsideŒTempleŒbar,ŒLowerŒParade,ŒSuttonŒColdfield"," Outside Temple bar, Lower Parade, Sutton Coldfield",
2012,," OutsideŒTheŒSwanŒPublicŒhouse,ŒHighŒStreet,ŒErdington"," Outside The Swan Public house, High Street, Erdington",
2012,," OutsideŒtheŒTempleŒBar,ŒSuttonŒColdfieldŒtownŒcentre."," Outside the Temple Bar, Sutton Coldfield town centre.",
2012,,paradeŒsutton,parade sutton,
2012,,paradeŒSuttonŒcoldfield,parade Sutton coldfield,
2012,,paradeŒSuttonŒcoldfield,parade Sutton coldfield,
2012,,ParadeŒSuttonŒcoldfieldŒTownŒCentre,Parade Sutton coldfield Town Centre,
2012,," parade,ŒsuttonŒcoldfield"," parade, sutton coldfield",
2012,," RectoryŒRoad,ŒSuttonŒColdfield"," Rectory Road, Sutton Coldfield",
2012,,ReddicapŒHill,Reddicap Hill,
2012,," RedwingŒGrove,ŒErdington,ŒB'ham"," Redwing Grove, Erdington, B'ham",
2012,," RedwingŒGrove,ŒErdington,ŒB'ham"," Redwing Grove, Erdington, B'ham",
2012,," RedwingŒGrove,ŒErdington,ŒB'ham"," Redwing Grove, Erdington, B'ham",
2012,," RedwingŒGrove,ŒErdington,ŒB'ham"," Redwing Grove, Erdington, B'ham",
2012,," RedwingŒGrove,ŒErdington,ŒB'ham"," Redwing Grove, Erdington, B'ham",
2012,," RedwingŒGrove,ŒErdington,ŒB'ham"," Redwing Grove, Erdington, B'ham",
2012,," RedwingŒGrove,ŒErdington,ŒB'ham"," Redwing Grove, Erdington, B'ham",
2012,,reservoirŒrdŒerdington,reservoir rd erdington,
2012,,reservoirŒrdŒerdington,reservoir rd erdington,
2012,,reservoirŒrdŒerdington,reservoir rd erdington,
2012,,reservoirŒrdŒerdington,reservoir rd erdington,
2012,,reservoirŒrdŒerdington,reservoir rd erdington,
2012,,RESERVOIRŒROAD,RESERVOIR ROAD,
2012,," Ridgeway,ŒErdington"," Ridgeway, Erdington",
2012,,SCŒTownŒCentre,SC Town Centre,
2012,,ShortŒHeathŒRd,Short Heath Rd,
2012,,SladeŒRoad,Slade Road,
2012,,SladeŒRoad,Slade Road,
2012,," SOMERSETŒROAD,ŒERDINGTON"," SOMERSET ROAD, ERDINGTON",
2012,,SouthŒParade,South Parade,
2012,,SouthŒParade,South Parade,
2012,,SouthŒParade,South Parade,
2012,,SouthŒParade,South Parade,
2012,,SouthŒParade,South Parade,
2012,,SouthŒParade,South Parade,
2012,,SouthŒparadeŒ‰óŒSuttonŒColdfieldŒTownŒCentre,South parade ‰ó Sutton Coldfield Town Centre,
2012,,SouthŒparadeŒO/sŒMoomoo,South parade O/s Moomoo,
2012,,SouthŒparadeŒS/CŒTownŒCentre,South parade S/C Town Centre,
2012,," SouthŒParade,ŒSuttonŒColdfield"," South Parade, Sutton Coldfield",
2012,," SouthŒParade,ŒSuttonŒColdfield"," South Parade, Sutton Coldfield",
2012,," SouthŒParade,ŒSuttonŒColdfield"," South Parade, Sutton Coldfield",
2012,," SouthŒParade,ŒSuttonŒColdfield"," South Parade, Sutton Coldfield",
2012,," SOUTHŒPARADE,ŒSUTTONŒCOLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,," SOUTHŒPARADE,ŒSUTTONŒCOLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,," SOUTHŒPARADE,ŒSUTTONŒCOLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,," SouthŒParade,ŒSuttonŒColdfield"," South Parade, Sutton Coldfield",
2012,," SouthŒParade,ŒSuttonŒColdfield,ŒBirmingham"," South Parade, Sutton Coldfield, Birmingham",
2012,," SouthŒParades,ŒSuttonŒColdfield"," South Parades, Sutton Coldfield",
2012,," StŒMaryŒ&ŒStŒJohnŒSocialŒClub,ŒGravellyŒHillŒNorth"," St Mary & St John Social Club, Gravelly Hill North",
2012,,SuttonŒNewŒRoad,Sutton New Road,
2012,," SuttonŒNewŒRoad,ŒErdington"," Sutton New Road, Erdington",
2012,," SuttonŒNewŒRoad,ŒErdington"," Sutton New Road, Erdington",
2012,," SuttonŒNewŒRoad,ŒErdington"," Sutton New Road, Erdington",
2012,," SuttonŒNewŒRoad,ŒErdington"," Sutton New Road, Erdington",
2012,," SuttonŒNewŒRoad,ŒErdington"," Sutton New Road, Erdington",
2012,," SuttonŒNewŒRoad,ŒErdington"," Sutton New Road, Erdington",
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentre,Sutton Town Centre,
2012,,SuttonŒTownŒCentreŒoutsideŒMooŒMoo's,Sutton Town Centre outside Moo Moo's,
2012,," SycamoreŒRoad,ŒErdingon"," Sycamore Road, Erdingon",
2012,," TamworthŒRoad,ŒSuttonŒColdfield"," Tamworth Road, Sutton Coldfield",
2012,," tangmereŒDrive,ŒcastleŒvale"," tangmere Drive, castle vale",
2012,," TheŒGardens,ŒErdington"," The Gardens, Erdington",
2012,," TheŒGreenŒHouse,ŒFourŒOaks,ŒBirmingham"," The Green House, Four Oaks, Birmingham",
2012,," TheŒGreenŒHouse,ŒFourŒOaks,ŒSuttonŒColdfield"," The Green House, Four Oaks, Sutton Coldfield",
2012,,TheŒParade,The Parade,
2012,,TheŒParade,The Parade,
2012,,TheŒParade,The Parade,
2012,,TheŒParadeŒS/C,The Parade S/C,
2012,,TheŒParadeŒSuttonTownŒCentre,The Parade SuttonTown Centre,
2012,," TheŒParade,ŒSuttonŒColdfield"," The Parade, Sutton Coldfield",
2012,," TheŒParade,ŒSuttonŒColdfield"," The Parade, Sutton Coldfield",
2012,," TheŒParade,ŒSuttonŒColdfield"," The Parade, Sutton Coldfield",
2012,," TheŒparade,ŒSuttonŒColdfield"," The parade, Sutton Coldfield",
2012,," TheŒParade,ŒSuttonŒColdfield"," The Parade, Sutton Coldfield",
2012,," TheŒparade,ŒSuttonŒColdfield"," The parade, Sutton Coldfield",
2012,," TheŒParade,ŒSuttonŒColdfield"," The Parade, Sutton Coldfield",
2012,," TheŒParade,ŒSuttonŒColdfield"," The Parade, Sutton Coldfield",
2012,," TheŒParade,ŒSuttonŒColdfield."," The Parade, Sutton Coldfield.",
2012,,TheŒWyldeŒGreenŒPublicŒHouse,The Wylde Green Public House,
2012,," TurnhouseŒRoad,ŒCastleŒVale"," Turnhouse Road, Castle Vale",
2012,,UNKNOWN,UNKNOWN,
2012,," VictoriaŒRoad,ŒSuttonŒColdfield"," Victoria Road, Sutton Coldfield",
2012,,walmleyŒashŒrd,walmley ash rd,
2012,,WaterŒOrtonŒLane,Water Orton Lane,
2012,," WilliamŒHill,ŒWyldeŒGreen"," William Hill, Wylde Green",
2012,,WITTONŒLODGEŒROAD,WITTON LODGE ROAD,
2012,," WoodacreŒRoad,ŒErdington"," Woodacre Road, Erdington",
2012,," WoodacreŒRoad,ŒErdington"," Woodacre Road, Erdington",
2012,," WoodacreŒRoad,ŒErdington"," Woodacre Road, Erdington",
2012,,WoodingtonŒRoad,Woodington Road,
2012,," WoottonŒGrove,ŒKingstanding,ŒBirmingham"," Wootton Grove, Kingstanding, Birmingham",
2012,," YatesburyŒAvenue,ŒCastleŒVale"," Yatesbury Avenue, Castle Vale",
2012,,A38ŒNorthfield,A38 Northfield,
2012,,AbdonŒAve,Abdon Ave,
2012,,AlcesterŒRd,Alcester Rd,
2012,,alcesterŒroadŒsouth,alcester road south,
2012,,aldersmeadŒroad,aldersmead road,
2012,,alwoldŒroad,alwold road,
2012,,belgraveŒmiddleway,belgrave middleway,
2012,,blackŒhorseŒpublicŒhouseŒcarpark,black horse public house carpark,
2012,,boleynŒroad,boleyn road,
2012,,bomerfieldŒroad,bomerfield road,
2012,," BondŒst,ŒCityŒCentre"," Bond st, City Centre",
2012,,BournvilleŒLane,Bournville Lane,
2012,,BournvilleŒLane,Bournville Lane,
2012,,BournvilleŒLaneŒFrontŒoffice,Bournville Lane Front office,
2012,,bournvilleŒlaneŒpoliceŒstation,bournville lane police station,
2012,,bournvilleŒp.s.,bournville p.s.,
2012,,bournvilleŒpoliceŒstation,bournville police station,
2012,,bracebyŒavenue,braceby avenue,
2012,,brandwoodŒparkŒrd,brandwood park rd,
2012,," BristolŒRdŒSouth,ŒNorthfield"," Bristol Rd South, Northfield",
2012,,BristolŒRoad,Bristol Road,
2012,,BristolŒRoad,Bristol Road,
2012,,bristolŒroad,bristol road,
2012,,bristolŒroad,bristol road,
2012,,BristolŒRoad,Bristol Road,
2012,,BristolŒRoad,Bristol Road,
2012,,bristolŒroad,bristol road,
2012,,bristolŒroad,bristol road,
2012,,bristolŒroad,bristol road,
2012,,BristolŒRoadŒNorthfield,Bristol Road Northfield,
2012,,bristolŒroadŒoppositeŒroyalŒorthopaedic,bristol road opposite royal orthopaedic,
2012,,BristolŒRoadŒSellyŒOak,Bristol Road Selly Oak,
2012,,BristolŒRoadŒsellyŒOak,Bristol Road selly Oak,
2012,,BristolŒRoadŒSellyŒOak,Bristol Road Selly Oak,
2012,,bristolŒroadŒsellyŒoak,bristol road selly oak,
2012,,BristolŒRoadŒsellyŒoak,Bristol Road selly oak,
2012,,bristolŒroadŒsellyŒoakŒnearŒgunŒbarrelsŒPH,bristol road selly oak near gun barrels PH,
2012,,bristolŒroadŒsouth,bristol road south,
2012,,bristolŒroadŒsouth,bristol road south,
2012,," bristolŒroad,Œbournville"," bristol road, bournville",
